epoch,acc,loss,lr,val_acc,val_loss
0,0.41985645933014354,1.6773120355948308,0.01,0.3923444976076555,1.8960467599795765
1,0.6399521531100478,1.1119037082320766,0.01,0.34210526315789475,2.948046186894321
2,0.7383373205741627,0.854945889464691,0.01,0.13636363636363635,3.8273532014144096
3,0.7700358851674641,0.7583576761649556,0.01,0.5789473684210527,1.5191316154014551
4,0.8011363636363636,0.6505653987233149,0.01,0.6722488038277512,1.0333649433400642
5,0.812799043062201,0.6089886124000737,0.01,0.8636363636363636,0.4644087862989834
6,0.8379186602870813,0.5553732876483191,0.01,0.7368421052631579,0.7711870904174147
7,0.8486842105263158,0.5071565371684053,0.01,0.8325358851674641,0.5631298956118131
8,0.8666267942583732,0.4627410170118632,0.01,0.868421052631579,0.4117290003305417
9,0.8711124401913876,0.4342096795385891,0.01,0.8373205741626795,0.5284125997404162
10,0.8800837320574163,0.41065207204857224,0.01,0.9138755980861244,0.34010943970041413
11,0.8896531100478469,0.3776753265544344,0.01,0.8732057416267942,0.41437441582065165
12,0.8848684210526315,0.38746702730762617,0.01,0.7488038277511961,0.9456546014468921
13,0.8956339712918661,0.35284605558012483,0.01,0.916267942583732,0.35262423144145444
14,0.90938995215311,0.3083602522285967,0.01,0.8708133971291866,0.4145958488851643
15,0.9138755980861244,0.3042736982160279,0.01,0.7655502392344498,0.7011697333680386
16,0.9141746411483254,0.29344363601512885,0.01,0.9138755980861244,0.28994929417076576
17,0.9019138755980861,0.30875886512617245,0.01,0.8971291866028708,0.35528563148382175
18,0.9204545454545454,0.27352107998649877,0.01,0.8349282296650717,0.48883905147679113
19,0.930622009569378,0.24304035681959366,0.01,0.8636363636363636,0.4310811586927569
20,0.923744019138756,0.23669789288623,0.01,0.8133971291866029,0.5837441136677299
21,0.9198564593301436,0.26765165243935035,0.01,0.8038277511961722,0.7326530911413837
22,0.9285287081339713,0.23236578218939682,0.01,0.9330143540669856,0.2468987516390436
23,0.9380980861244019,0.21208945835682086,0.01,0.6913875598086124,1.280987174828363
24,0.9366028708133971,0.20635887198890981,0.01,0.8421052631578947,0.5687138478864323
25,0.9425837320574163,0.18038478600831578,0.01,0.7703349282296651,1.0976698640611415
26,0.9380980861244019,0.19619512240849124,0.01,0.8516746411483254,0.46335438985720667
27,0.9410885167464115,0.18867324252165052,0.01,0.8157894736842105,0.7205616727863488
28,0.9419856459330144,0.17666880857368206,0.01,0.80622009569378,0.6181140446491789
29,0.9461722488038278,0.17547720354199398,0.01,0.7727272727272727,1.476053438815578
30,0.9395933014354066,0.1922849769834663,0.01,0.9282296650717703,0.24196405526758594
31,0.944078947368421,0.16749869434970083,0.01,0.8444976076555024,0.5389683977767611
32,0.9524521531100478,0.15759496543719098,0.01,0.9258373205741627,0.2628988361099744
33,0.9473684210526315,0.15469052592104715,0.01,0.9090909090909091,0.2699879897695979
34,0.9590311004784688,0.13357088056388233,0.01,0.9066985645933014,0.28423085429652206
35,0.9527511961722488,0.1484006130476744,0.01,0.8397129186602871,0.5475609530494259
36,0.9542464114832536,0.1470769924745543,0.01,0.7679425837320574,0.759299703174088
37,0.9602272727272727,0.12412584415841937,0.01,0.6267942583732058,3.2090888316052384
38,0.9539473684210527,0.14567376809724122,0.01,0.9090909090909091,0.3709414515000407
39,0.9638157894736842,0.11408832285818633,0.01,0.8133971291866029,0.7718800028082001
40,0.9644138755980861,0.10385152803555422,0.01,0.9090909090909091,0.33428747979584306
41,0.9686004784688995,0.09189241213760779,0.01,0.930622009569378,0.28326567432188104
42,0.9566387559808612,0.1355647006888543,0.01,0.7416267942583732,1.933484328714919
43,0.9638157894736842,0.12180117733936223,0.01,0.9210526315789473,0.31166073441544145
44,0.9703947368421053,0.09937125041936892,0.01,0.9186602870813397,0.35036158593790384
45,0.9730861244019139,0.08399138807262672,0.01,0.9138755980861244,0.35019571823569273
46,0.9632177033492823,0.11314445560525531,0.01,0.8301435406698564,0.824678776972887
47,0.9706937799043063,0.09252935999609072,0.01,0.8444976076555024,0.6084320608334439
48,0.9739832535885168,0.08497269522514395,0.01,0.9186602870813397,0.3247292119637577
49,0.9727870813397129,0.08378394998287789,0.01,0.9090909090909091,0.39022584360886065
50,0.9575358851674641,0.12858832852490765,0.01,0.8755980861244019,0.44329059902026036
51,0.9686004784688995,0.09457160804964787,0.01,0.9234449760765551,0.3352525503329797
52,0.9766746411483254,0.07226603954806801,0.01,0.9569377990430622,0.20394796124477335
53,0.9772727272727273,0.06969160381829548,0.01,0.8947368421052632,0.5501363721800663
54,0.9688995215311005,0.0920486919056237,0.01,0.8947368421052632,0.41200151620488434
55,0.972188995215311,0.08378945949495605,0.01,0.8923444976076556,0.4359147293319364
56,0.9868421052631579,0.04333406110934308,0.01,0.9258373205741627,0.31616615856205826
57,0.9680023923444976,0.096616348692331,0.01,0.9258373205741627,0.2068880902933019
58,0.9751794258373205,0.07741334819109998,0.01,0.937799043062201,0.30442966533940014
59,0.9823564593301436,0.057248542311244995,0.01,0.9258373205741627,0.3088955229385577
60,0.9745813397129187,0.09087117917656477,0.01,0.9354066985645934,0.24836257347306817
61,0.9850478468899522,0.04666582069032963,0.005,0.9425837320574163,0.2691942388966413
62,0.9898325358851675,0.035283605553158674,0.005,0.9569377990430622,0.21126607301183079
63,0.99372009569378,0.022576857208568373,0.005,0.9593301435406698,0.18709370393301353
64,0.9913277511961722,0.024574031266429607,0.005,0.9401913875598086,0.27158872919891985
65,0.9913277511961722,0.02950144754542295,0.005,0.9712918660287081,0.16814836878695402
66,0.9952153110047847,0.018031779929754663,0.005,0.9688995215311005,0.15421614357653837
67,0.9913277511961722,0.027844235391375406,0.005,0.937799043062201,0.3505322913847152
68,0.9925239234449761,0.02822981428877838,0.005,0.9569377990430622,0.17801691366964784
69,0.9925239234449761,0.029657419236267805,0.005,0.9665071770334929,0.17644185029258078
70,0.993122009569378,0.020284239957261575,0.005,0.9449760765550239,0.2479133907916931
71,0.9964114832535885,0.011944342959373968,0.0025,0.9712918660287081,0.16898301565069532
72,0.9946172248803827,0.02064354580295077,0.0025,0.9665071770334929,0.16608984792083645
73,0.9982057416267942,0.01203031205000007,0.0025,0.9641148325358851,0.18703490149631757
74,0.9976076555023924,0.01286724652231679,0.0025,0.9736842105263158,0.15294518545257607
75,0.9988038277511961,0.007294003735035329,0.0025,0.9736842105263158,0.16669413170854078
76,0.9985047846889952,0.00693070843241573,0.0025,0.9688995215311005,0.1696684609004474
77,0.9961124401913876,0.0158087363200293,0.0025,0.9641148325358851,0.19697008939274993
78,0.9961124401913876,0.0162882162309868,0.0025,0.9736842105263158,0.15549005374144115
79,0.9976076555023924,0.008092437270579685,0.0025,0.9641148325358851,0.18024597624236394
80,0.9991028708133971,0.006158866505132027,0.0025,0.9760765550239234,0.16944238474624265
81,0.9958133971291866,0.016350385444894075,0.0025,0.9712918660287081,0.16101986909066282
82,0.9976076555023924,0.008218135354046793,0.0025,0.9712918660287081,0.17271713539506298
