epoch,acc,loss,lr,val_acc,val_loss
0,0.4201555023923445,1.6677016478976565,0.01,0.11483253588516747,8.9610052154395
1,0.6501196172248804,1.1009529249377228,0.01,0.4449760765550239,1.9805127730209862
2,0.7371411483253588,0.845378240222851,0.01,0.12679425837320574,6.146548444574529
3,0.7736244019138756,0.7304601929101505,0.01,0.6555023923444976,1.1217671340447293
4,0.80622009569378,0.641517443448733,0.01,0.6555023923444976,1.0274015312310325
5,0.8220693779904307,0.5837619976456941,0.01,0.7416267942583732,0.8453432885154583
6,0.8459928229665071,0.5317532639219715,0.01,0.7894736842105263,0.7412278486781143
7,0.8352272727272727,0.5271950315987094,0.01,0.6818181818181818,1.0361283769447838
8,0.8591507177033493,0.4593112311954276,0.01,0.65311004784689,1.1349699494371004
9,0.8699162679425837,0.4325031143519582,0.01,0.8732057416267942,0.44915231962523394
10,0.8693181818181818,0.4178579338741573,0.01,0.7966507177033493,0.5800966477850408
11,0.8803827751196173,0.3899104614211826,0.01,0.7416267942583732,0.8163285802283355
12,0.8884569377990431,0.36162683341215457,0.01,0.8373205741626795,0.5513052874775024
13,0.8890550239234449,0.35581632017527826,0.01,0.854066985645933,0.5506041269375092
14,0.9019138755980861,0.3154979051540842,0.01,0.7129186602870813,1.289268498928353
15,0.9084928229665071,0.2975980779412314,0.01,0.7799043062200957,0.724010868202984
16,0.909688995215311,0.29145828146335967,0.01,0.7870813397129187,0.6347128113789671
17,0.9058014354066986,0.31261117748011563,0.01,0.7511961722488039,0.7938909393748598
18,0.9135765550239234,0.28026893438490635,0.01,0.8588516746411483,0.6070621307743224
19,0.9186602870813397,0.27131207699555476,0.01,0.8899521531100478,0.3630342202296739
20,0.9171650717703349,0.2587126535583515,0.01,0.5598086124401914,1.9106608800340497
21,0.9261363636363636,0.2341951295200392,0.01,0.9043062200956937,0.2979693500231506
22,0.9243421052631579,0.22559854936391632,0.01,0.8803827751196173,0.549359192367661
23,0.9276315789473685,0.22659524325470765,0.01,0.6889952153110048,1.3595311251696216
24,0.9336124401913876,0.21139346912551146,0.01,0.8779904306220095,0.34146797067138174
25,0.937200956937799,0.19100097446083025,0.01,0.8421052631578947,0.5103148514645521
26,0.9449760765550239,0.1731988533580192,0.01,0.8588516746411483,0.47886065281392853
27,0.9351076555023924,0.20014983282032373,0.01,0.9019138755980861,0.38469099797058903
28,0.9455741626794258,0.17054389707875575,0.01,0.8923444976076556,0.44521866140789107
29,0.9461722488038278,0.16930225013211342,0.01,0.8923444976076556,0.28762760692895456
30,0.9485645933014354,0.1740796145917313,0.01,0.8827751196172249,0.46129240864736326
