epoch,acc,loss,lr,val_acc,val_loss
0,0.3175,1.8473511087894439,0.01,0.23,5.149128074645996
1,0.42125,1.5454327070713043,0.01,0.18,3.859980220794678
2,0.4875,1.4639861208200455,0.01,0.12,6.565659961700439
3,0.49375,1.4317589807510376,0.01,0.26,6.141839027404785
4,0.54125,1.301930264234543,0.01,0.17,3.980632085800171
5,0.555,1.2425025177001954,0.01,0.53,1.553375244140625
6,0.56875,1.219725148677826,0.01,0.38,1.562166588306427
7,0.5925,1.1521196258068085,0.01,0.21,4.323393030166626
8,0.6,1.119573084115982,0.01,0.26,2.27156548500061
9,0.64125,1.0386308190226554,0.01,0.4,2.1630275726318358
10,0.665,0.9769126898050309,0.01,0.35,2.306867256164551
11,0.65875,1.0010383141040802,0.01,0.65,1.069808030128479
12,0.66625,0.930639054775238,0.01,0.21,4.130611190795898
13,0.645,0.9985133996605873,0.01,0.58,1.2565194803476334
14,0.6675,0.9444671787321568,0.01,0.5,1.6926223134994507
15,0.705,0.8733360347151756,0.01,0.54,1.1876837944984435
16,0.7175,0.8464781334996223,0.01,0.64,1.3740894532203674
17,0.7225,0.7646733216941357,0.01,0.7,1.061897513270378
18,0.73125,0.7777024701237678,0.01,0.54,1.3834854996204375
19,0.73375,0.7974389754235744,0.01,0.62,1.3924462282657624
20,0.75375,0.7180406235158443,0.01,0.54,1.5805845385789872
21,0.74125,0.733259357213974,0.01,0.64,1.3426291155815124
22,0.7375,0.7168423584103585,0.01,0.74,1.081121373847127
23,0.76875,0.6969284018874169,0.01,0.53,1.4811738872528075
24,0.80125,0.581819577999413,0.01,0.48,2.020007791519165
25,0.785,0.652023673132062,0.01,0.46,2.5932062387466432
26,0.79,0.573748712465167,0.01,0.3,2.7522757911682127
27,0.8125,0.5763328167796135,0.01,0.63,1.182360465526581
28,0.775,0.6152281606197357,0.01,0.63,1.2863037312030792
29,0.80625,0.5556513744592667,0.01,0.57,1.75160475730896
30,0.81125,0.5527555354684591,0.01,0.75,1.1211352097988128
31,0.85,0.5391761795431376,0.01,0.7,0.9692055463790894
32,0.82375,0.5406968759000301,0.01,0.66,1.3441925406455995
33,0.82125,0.5442232360318303,0.01,0.35,3.228769927024841
34,0.82625,0.48003381986171006,0.01,0.55,1.6299327969551087
35,0.84125,0.4686793484352529,0.01,0.68,1.070371630191803
36,0.80625,0.5362586424686014,0.01,0.32,2.642813310623169
37,0.82375,0.4887466184794903,0.01,0.63,1.4482830834388734
38,0.8375,0.47806605137884617,0.01,0.63,1.2744213700294496
39,0.8775,0.35906595513224604,0.01,0.75,0.95826052069664
40,0.85125,0.4221820053458214,0.01,0.6,1.0681605064868926
41,0.875,0.36936457045376303,0.01,0.67,1.224536339044571
42,0.86375,0.41817431812174616,0.01,0.67,1.5100995326042175
43,0.8725,0.3650318443030119,0.01,0.75,0.8657158207148313
44,0.89625,0.28935441222041847,0.005,0.87,0.581063367575407
45,0.925,0.2531804203428328,0.005,0.81,0.6714423850178719
46,0.925,0.2565481010824442,0.005,0.73,0.8421529257297515
47,0.94,0.21138693375512957,0.005,0.86,0.6030236050486565
48,0.9175,0.24350244065746665,0.005,0.86,0.567790785515681
49,0.9325,0.22555230639874935,0.005,0.63,1.6953627014160155
50,0.93,0.2075158715248108,0.005,0.85,0.6667495051585138
